,total_count,neighborhood
3949,1,Arlington
3950,1,Allentown
3951,1,Perry South
3952,4,Spring Hill-City View
3953,1,Homewood South
3954,1,Homewood West
3955,1,Lincoln-Lemington-Belmar
3956,1,Central Business District
3957,1,Crawford-Roberts
3958,1,
3959,1,Perry South
3960,4,
3961,1,
3962,1,Upper Hill
3963,1,
3964,1,Beechview
3965,2,Mount Washington
3966,1,South Side Flats
3967,1,
3968,2,Crafton Heights
3969,1,Central Lawrenceville
3970,1,
3971,1,Homewood West
3972,1,Homewood North
3973,1,East Hills
3974,1,
3975,1,South Oakland
3976,1,Hazelwood
3977,1,Bluff
3978,1,Lincoln-Lemington-Belmar
3979,1,Homewood North
3980,3,Fineview
3981,1,
3982,1,Banksville
3983,1,Fineview
3984,1,Sheraden
3985,1,Homewood South
3986,1,Brighton Heights
3987,1,
3988,1,Carrick
3989,1,Homewood North
3990,1,
3991,1,Hazelwood
3992,1,South Side Flats
3993,1,Fineview
3994,1,Allegheny Center
3995,1,Knoxville
3996,1,South Oakland
3997,1,Overbrook
3998,1,California-Kirkbride
3999,1,Carrick
4000,1,
4001,1,Central Northside
4002,1,Strip District
4003,1,
4004,2,East Liberty
4005,1,East Hills
4006,1,Larimer
4007,1,Glen Hazel
4008,1,Sheraden
4009,1,West End
4010,1,Stanton Heights
4011,1,
4012,1,Point Breeze North
4013,1,Lincoln-Lemington-Belmar
4014,1,Brookline
4015,1,Point Breeze
4016,1,Westwood
4017,1,Perry South
4018,1,Lincoln Place
4019,1,
4020,1,Beltzhoover
4021,1,Knoxville
4022,1,
4023,1,
4024,1,
4025,1,
4026,1,Marshall-Shadeland
4027,1,North Oakland
4028,1,
4029,1,
4030,1,Carrick
4031,1,Allegheny Center
4032,1,Spring Garden
4033,1,Fineview
4034,3,Arlington
4035,1,Perry South
4036,1,Fineview
4037,1,
4038,1,Larimer
4039,3,Perry South
4040,2,East Hills
4041,2,
4042,2,Larimer
4043,1,Banksville
4044,1,Brookline
4045,1,East Hills
4046,1,California-Kirkbride
4047,1,Morningside
4048,7,Knoxville
4049,1,Carrick
4050,1,Oakwood
4051,2,Garfield
4052,1,
4053,1,Crawford-Roberts
4054,1,
4055,1,Bedford Dwellings
4056,1,Homewood South
4057,1,Bluff
4058,1,
4059,1,Central Business District
4060,1,Sheraden
4061,1,Homewood North
4062,1,Knoxville
4063,1,Perry South
4064,2,Fineview
4065,1,Hazelwood
4066,1,Perry South
4067,1,
4068,1,Homewood South
4069,1,Beechview
4070,1,Perry South
4071,1,Mount Washington
4072,1,Mount Washington
4073,3,Allentown
4074,1,Middle Hill
4075,1,Homewood South
4076,2,
4077,1,Lincoln Place
4078,1,Perry South
4079,2,Sheraden
4080,1,Beechview
4081,1,Homewood South
4082,1,
4083,1,East Hills
4084,3,
4085,1,Homewood South
4086,2,Central Lawrenceville
4087,2,
4088,4,Homewood South
4089,1,North Shore
4090,1,Shadyside
4091,1,Homewood North
4092,1,Middle Hill
4093,2,East Hills
4094,1,Fairywood
4095,1,Homewood South
4096,1,Lincoln-Lemington-Belmar
4097,1,East Allegheny
4098,1,
4099,2,Hazelwood
4100,1,Marshall-Shadeland
4101,1,Brookline
4102,1,Sheraden
4103,2,
4104,1,
4105,1,
4106,1,Knoxville
4107,1,Knoxville
4108,6,Beechview
4109,1,
4110,1,Carrick
4111,9,Marshall-Shadeland
4112,1,Spring Hill-City View
4113,1,East Allegheny
4114,1,Brookline
4115,1,Duquesne Heights
4116,1,Mount Washington
4117,1,Larimer
4118,2,
4119,1,West Oakland
4120,1,Windgap
4121,1,Lincoln-Lemington-Belmar
4122,1,Homewood North
4123,1,Carrick
4124,1,Highland Park
